^	e	m	a	o	l	i	v	s	b	p	h	c	r	t	y	n	g	z	f	d	u	k	w	q	x	j
0.020884712640089908	0.006120550359888361	0.0	0.004957945993802567	0.005545752457776657	0.0004298610116062473	0.024179424891249083	0.0	0.0002467308166790032	0.0	0.0	0.0002626050420168067	0.0005662514156285391	0.005984251968503937	0.0003590664272890485	0.0030687397708674302	0.014896055000818465	0.012973533990659055	0.0004170141784820684	0.0011049723756906078	0.004548762736535662	0.014992025518341308	0.0	0.001076426264800861	0.0	0.0	0.0
0.01607717041800643	0.004064045438965872	0.0057211683227943394	0.002419949830308396	0.011973783715654147	0.0010746525290156184	0.0029941811197107507	0.0	0.006291635825314582	0.0	0.038011695906432746	0.00013130252100840336	0.00028312570781426955	0.0011023622047244095	0.0	0.0015343698854337151	0.00027282152016151035	0.0	0.0008340283569641367	0.0	0.0	0.005103668261562998	0.0	0.0	0.0	0.0	0.0003448275862068965
0.05116598507788843	0.09587230083729129	0.014604034929238181	0.09632580787959275	0.1334761784723973	0.001289583034818742	0.04796339189876278	0.018655266226195105	0.006785097458672588	0.3183364839319471	0.14717348927875243	0.026785714285714284	0.021517553793884484	0.03346456692913386	0.06319569120287254	0.029766775777414076	0.002400829377421291	0.10430721328489881	0.013344453711426188	0.12596685082872927	0.07714701601164484	0.1320574162679426	0.021626984126984126	0.023681377825618945	0.003676470588235294	0.0	0.003793103448275862
0.029001342365685388	0.008862556921118347	0.001656127672387835	0.012837538733953076	0.006806150743634989	0.0007164350193437455	0.01564883339924298	0.0	0.001233654083395016	0.0	0.0	0.0026260504201680674	0.0011325028312570782	0.0018110236220472442	0.018850987432675045	0.007978723404255319	0.0079118240846838	0.0005189413596263622	0.018765638031693076	0.0022099447513812156	0.0001819505094614265	0.014354066985645933	0.0003968253968253968	0.001076426264800861	0.0	0.027259684361549498	0.0
0.035775606405893924	0.13097977770161093	0.0030111412225233363	0.16048398996606167	0.3038820267204437	0.0010030090270812437	0.12010620868877464	0.003109211037699184	0.0029607698001480384	0.0015122873345935729	0.0009746588693957114	0.018119747899159665	0.0	0.011023622047244094	0.0039497307001795335	0.18678396072013093	0.10399956348556774	0.01401141670991178	0.0016680567139282735	0.004419889502762431	0.005640465793304222	0.08771929824561403	0.005158730158730159	0.062432723358449946	0.0	0.0014347202295552368	0.000689655172413793
0.04077045546779883	0.0059246927483719335	0.016862390846130684	0.015965766563376126	0.017645576002016636	0.003725462100587477	0.006214338172984577	0.000388651379712398	0.0025906735751295338	0.014366729678638942	0.001949317738791423	0.0010504201680672268	0.0	0.0032283464566929135	0.00017953321364452425	0.0027618657937806875	0.00043651443225841655	0.0015568240788790867	0.0016680567139282735	0.0	0.0001819505094614265	0.0328548644338118	0.0003968253968253968	0.001076426264800861	0.0	0.0014347202295552368	0.0003448275862068965
0.09249836106515157	0.008715663712481026	0.00015055706112616682	0.016762579312380108	0.008570708343836652	0.0017194440464249892	0.025139822608892155	0.001165954139137194	0.010115963483839132	0.0	0.0009746588693957114	0.0038077731092436974	0.08946772366930918	0.007086614173228346	0.0	0.008797054009819968	0.00316472963387352	0.0	0.0008340283569641367	0.0022099447513812156	0.0005458515283842794	0.02966507177033493	0.003968253968253968	0.006458557588805167	0.0	0.0	0.000689655172413793
0.009583866637530048	0.0024482201439553443	0.00030111412225233364	0.004751364910727461	0.014368540458784976	0.0011462960309499928	0.00045195186712615107	0.0	0.0029607698001480384	0.0	0.0	0.0013130252100840337	0.0	0.001653543307086614	0.0019748653500897668	0.0004091653027823241	0.0006002073443553227	0.013492475350285417	0.0012510425354462051	0.004419889502762431	0.004184861717612809	0.027432216905901117	0.006746031746031746	0.002152852529601722	0.011029411764705883	0.00430416068866571	0.0020689655172413794
0.0028720382105953237	0.0006855016403074964	0.0	0.0017706949977866313	0.0003781194857574994	0.00021493050580312365	0.002937687136319982	0.0	0.0001233654083395016	0.0	0.0	0.00013130252100840336	0.003114382785956965	0.0012598425196850393	0.0	0.0006137479541734861	0.00010912860806460414	0.0	0.0	0.0	0.0001819505094614265	0.003189792663476874	0.0	0.0	0.0	0.0	0.0
0.07560952767458558	0.002693042158350879	0.0010538994278831678	0.005164527076877675	0.00201663725737333	0.0004298610116062473	0.004293542737698435	0.0	0.0002467308166790032	0.0003780718336483932	0.0009746588693957114	0.0011817226890756302	0.0008493771234428086	0.001968503937007874	0.0005385996409335727	0.002352700490998363	0.002400829377421291	0.0015568240788790867	0.0008340283569641367	0.0	0.0016375545851528383	0.004465709728867623	0.0003968253968253968	0.0	0.0	0.0	0.000689655172413793
0.052758093216370615	0.018802330705577047	0.0036133694670280035	0.030751069794894496	0.023947567431308294	0.009886803266943689	0.024857352691938308	0.000388651379712398	0.0011102886750555144	0.024574669187145556	0.0	0.0031512605042016808	0.00028312570781426955	0.014724409448818898	0.0	0.027823240589198037	0.038413270038740656	0.009859885832900882	0.0008340283569641367	0.0	0.027110625909752547	0.043381180223285486	0.0003968253968253968	0.008611410118406888	0.0	0.007173601147776184	0.001379310344827586
0.004183186089345363	0.006463301180042109	0.0	0.005371108159952781	0.00567179228636249	0.0	0.005027964521778431	0.0	0.0	0.0	0.0	0.0	0.0008493771234428086	0.00023622047244094488	0.0003590664272890485	0.0028641571194762683	0.0003273858241938124	0.0	0.0004170141784820684	0.0	0.0	0.010845295055821371	0.0	0.0	0.0	0.054519368723098996	0.0
0.040832891081072645	0.028399353669881996	0.0006022282445046673	0.020274457724656927	0.01487269977312831	0.005516549648946841	0.030563245014405965	0.0	0.09437453737971872	0.0007561436672967864	0.016569200779727095	0.009322478991596638	0.009909399773499434	0.016377952755905513	0.06714542190305206	0.010638297872340425	0.024171986686309817	0.01608718214841723	0.0016680567139282735	0.019889502762430938	0.000727802037845706	0.026156299840510367	0.003373015873015873	0.008611410118406888	0.0	0.10043041606886657	0.000689655172413793
0.013017825367589672	0.004015081036086765	0.00015055706112616682	0.003954552161723477	0.004285354171918326	0.0015761570425562401	0.005705892322467657	0.0	0.0002467308166790032	0.0	0.0009746588693957114	0.0002626050420168067	0.0	0.0007086614173228347	0.0003590664272890485	0.0012274959083469722	0.0006002073443553227	0.0005189413596263622	0.0	0.04861878453038674	0.0009097525473071324	0.006060606060606061	0.0001984126984126984	0.002152852529601722	0.0	0.00430416068866571	0.0
0.016701526550744545	0.05239191108064437	0.043209876543209874	0.0604987457577099	0.012982102344340812	0.11376988107178679	0.04400881306140896	0.04702681694520015	0.026523562792992846	0.031379962192816635	0.011695906432748537	0.027967436974789917	0.02944507361268403	0.06086614173228346	0.06122082585278277	0.002352700490998363	0.025372401375020462	0.01608718214841723	0.061301084236864055	0.015469613259668509	0.057678311499272196	0.004146730462519936	0.0751984126984127	0.07857911733046287	0.0	0.043041606886657105	0.0034482758620689655
0.002434988917678644	0.0033785437986583755	0.020927431496537186	0.011243913235945108	0.034660952861104107	0.023212494626737357	0.0061578441895938085	0.0027205596579867857	0.022822600542807797	0.017013232514177693	0.003898635477582846	0.021796218487394957	0.009909399773499434	0.01984251968503937	0.01400359066427289	0.014423076923076924	0.005238173187100998	0.04411001556824079	0.030442035029190993	0.011049723756906077	0.016739446870451237	0.0009569377990430622	0.00992063492063492	0.02691065662002153	0.7573529411764706	0.007173601147776184	0.0696551724137931
0.0	0.19502521666748274	0.07768744354110207	0.1959569130883872	0.10776405344088733	0.09413956154176815	0.14061352465962376	0.034201321414691024	0.14421416234887738	0.04310018903591682	0.03216374269005848	0.3163077731092437	0.027463193657984147	0.1084251968503937	0.08671454219030521	0.2052986906710311	0.3690183881704589	0.05604566683964712	0.06672226855713094	0.08839779005524862	0.09388646288209607	0.049441786283891544	0.07202380952380952	0.05489773950484392	0.10294117647058823	0.23529411764705882	0.024482758620689656
